tRNA	1_DEL13080_R1_17to51__tRNA.txt	2_DEL13080_R1_17to51__tRNA.txt	3_DEL13080_R1_17to51__tRNA.txt	4_DEL13080_R1_17to51__tRNA.txt	5_DEL13080_R1_17to51__tRNA.txt	6_DEL13080_R1_17to51__tRNA.txt	7_DEL13080_R1_17to51__tRNA.txt	8_DEL13080_R1_17to51__tRNA.txt	9_DEL13080_R1_17to51__tRNA.txt	10_DEL13080_R1_17to51__tRNA.txt	11_DEL13080_R1_17to51__tRNA.txt	12_DEL13080_R1_17to51__tRNA.txt	13_DEL13080_R1_17to51__tRNA.txt	14_DEL13080_R1_17to51__tRNA.txt	15_DEL13080_R1_17to51__tRNA.txt	16_DEL13080_R1_17to51__tRNA.txt	17_DEL13080_R1_17to51__tRNA.txt	18_DEL13080_R1_17to51__tRNA.txt	19_DEL13080_R1_17to51__tRNA.txt	20_DEL13080_R1_17to51__tRNA.txt	21_DEL13080_R1_17to51__tRNA.txt	22_DEL13080_R1_17to51__tRNA.txt	23_DEL13080_R1_17to51__tRNA.txt	24_DEL13080_R1_17to51__tRNA.txt	25_DEL13080_R1_17to51__tRNA.txt	26_DEL13080_R1_17to51__tRNA.txt	27_DEL13080_R1_17to51__tRNA.txt	28_DEL13080_R1_17to51__tRNA.txt	29_DEL13080_R1_17to51__tRNA.txt	30_DEL13080_R1_17to51__tRNA.txt	31_DEL13080_R1_17to51__tRNA.txt	32_DEL13080_R1_17to51__tRNA.txt	33_DEL13080_R1_17to51__tRNA.txt	34_DEL13080_R1_17to51__tRNA.txt	35_DEL13080_R1_17to51__tRNA.txt	36_DEL13080_R1_17to51__tRNA.txt	37_DEL13080_R1_17to51__tRNA.txt	38_DEL13080_R1_17to51__tRNA.txt	39_DEL13080_R1_17to51__tRNA.txt	40_DEL13080_R1_17to51__tRNA.txt	
chr1.trna103	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0	1.0	2.0	1.0	0.0	0.0	2.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	1.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	
chr1.trna102	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
chr1.trna105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	
chr1.trna104	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
chr1.trna92	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
chr6.trna37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	
chr6.trna38	0.0	0.0	1.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	4.0	0.0	
chr1.trna93	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	1.0	1.0	0.0	2.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	2.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	2.0	1.0	1.0	1.0	0.0	4.0	3.0	0.0	
chr1.trna94	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	
chr6.trna35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	
chr6.trna36	11.0	0.0	22.0	36.0	16.0	12.0	5.0	9.0	2.0	6.0	21.0	6.0	13.0	10.0	4.0	17.0	15.0	9.0	27.0	13.0	4.0	6.0	5.0	28.0	20.0	9.0	25.0	11.0	5.0	10.0	8.0	2.0	14.0	12.0	19.0	9.0	18.0	26.0	30.0	15.0	
chr1.trna95	0.0	0.0	3.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	0.0	1.0	3.0	1.0	2.0	3.0	2.0	3.0	1.0	0.0	0.0	2.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	2.0	0.0	5.0	0.0	0.0	2.0	6.0	2.0	
chr1.trna90	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
chr6.trna39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	
chr1.trna91	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
chr16.trna20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	
chr6.trna30	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	
chr1.trna96	4.0	1.0	3.0	2.0	7.0	4.0	4.0	5.0	1.0	1.0	1.0	3.0	4.0	3.0	0.0	4.0	3.0	5.0	1.0	6.0	4.0	26.0	1.0	9.0	8.0	3.0	13.0	1.0	2.0	2.0	3.0	4.0	2.0	5.0	4.0	15.0	1.0	3.0	1.0	3.0	
chr6.trna33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	
chr21.trna1	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
chr6.trna34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	
chr16.trna22	13.0	3.0	3.0	17.0	5.0	4.0	9.0	10.0	4.0	2.0	7.0	6.0	8.0	5.0	4.0	13.0	3.0	11.0	6.0	12.0	3.0	4.0	1.0	14.0	0.0	8.0	14.0	1.0	1.0	6.0	3.0	1.0	2.0	20.0	5.0	21.0	4.0	2.0	4.0	2.0	
chr1.trna98	1.0	0.0	1.0	3.0	1.0	0.0	5.0	13.0	1.0	0.0	2.0	4.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	0.0	1.0	5.0	0.0	0.0	2.0	6.0	0.0	3.0	1.0	0.0	3.0	2.0	2.0	4.0	1.0	2.0	0.0	4.0	1.0	
chr6.trna31	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	2.0	1.0	0.0	0.0	2.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	
chr1.trna99	6.0	5.0	10.0	9.0	16.0	7.0	2.0	0.0	5.0	10.0	15.0	4.0	8.0	14.0	16.0	12.0	29.0	7.0	19.0	13.0	4.0	12.0	10.0	12.0	16.0	6.0	9.0	25.0	3.0	2.0	5.0	11.0	18.0	30.0	18.0	14.0	30.0	31.0	38.0	17.0	
chr6.trna32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	
chr13.trna4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
chr13.trna5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
chr13.trna2	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
chr13.trna3	2.0	4.0	5.0	7.0	11.0	13.0	2.0	2.0	1.0	3.0	8.0	4.0	8.0	5.0	2.0	4.0	7.0	5.0	16.0	10.0	11.0	11.0	2.0	7.0	5.0	7.0	5.0	13.0	1.0	5.0	4.0	4.0	8.0	7.0	8.0	6.0	8.0	15.0	25.0	7.0	
chr6.trna48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	
chr6.trna49	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
chr6.trna46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	
chr6.trna47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	
chr6.trna40	7.0	8.0	10.0	23.0	10.0	30.0	6.0	10.0	5.0	2.0	16.0	11.0	5.0	13.0	4.0	10.0	14.0	9.0	13.0	6.0	4.0	5.0	6.0	12.0	7.0	9.0	16.0	12.0	2.0	8.0	12.0	5.0	8.0	13.0	17.0	4.0	7.0	18.0	19.0	11.0	
chr6.trna41	1.0	0.0	1.0	2.0	1.0	2.0	4.0	0.0	2.0	2.0	2.0	0.0	4.0	6.0	0.0	1.0	2.0	1.0	5.0	2.0	0.0	3.0	1.0	4.0	3.0	6.0	1.0	0.0	0.0	2.0	1.0	1.0	6.0	3.0	2.0	1.0	5.0	2.0	4.0	0.0	
chr6.trna44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	
chr6.trna45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	
chr6.trna42	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	
chr6.trna43	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	3.0	0.0	0.0	
chr20.trna1	2.0	1.0	7.0	3.0	2.0	3.0	2.0	0.0	1.0	1.0	1.0	1.0	1.0	2.0	0.0	2.0	4.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	4.0	2.0	3.0	2.0	2.0	2.0	0.0	0.0	0.0	4.0	0.0	1.0	4.0	1.0	2.0	1.0	
chr14.trna4	4.0	3.0	8.0	12.0	4.0	7.0	1.0	4.0	1.0	0.0	2.0	11.0	7.0	52.0	2.0	8.0	2.0	6.0	5.0	11.0	1.0	4.0	2.0	11.0	3.0	1.0	7.0	1.0	4.0	6.0	5.0	2.0	1.0	17.0	6.0	13.0	6.0	0.0	0.0	4.0	
chr6.trna59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
chr14.trna3	30.0	29.0	32.0	44.0	34.0	25.0	31.0	35.0	15.0	3.0	18.0	16.0	20.0	26.0	5.0	27.0	14.0	38.0	16.0	32.0	29.0	18.0	14.0	29.0	7.0	26.0	32.0	21.0	9.0	12.0	30.0	17.0	5.0	27.0	26.0	18.0	32.0	12.0	17.0	20.0	
chr6.trna57	1.0	2.0	0.0	2.0	1.0	0.0	1.0	0.0	0.0	1.0	5.0	0.0	1.0	0.0	0.0	1.0	1.0	2.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	
chr14.trna6	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
chr14.trna5	9.0	8.0	8.0	4.0	10.0	7.0	7.0	1.0	6.0	3.0	12.0	10.0	4.0	7.0	1.0	4.0	5.0	10.0	8.0	11.0	14.0	12.0	2.0	13.0	9.0	4.0	21.0	6.0	4.0	7.0	11.0	12.0	4.0	14.0	12.0	3.0	7.0	7.0	11.0	2.0	
chr6.trna58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
chr14.trna2	8.0	14.0	22.0	19.0	7.0	44.0	1.0	3.0	36.0	8.0	22.0	10.0	3.0	43.0	2.0	11.0	21.0	13.0	12.0	3.0	6.0	2.0	12.0	15.0	1.0	4.0	17.0	18.0	3.0	6.0	12.0	7.0	14.0	19.0	26.0	6.0	23.0	19.0	46.0	37.0	
chr14.trna1	0.0	0.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
chr6.trna51	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
chr6.trna52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
chr8.trna11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	
chr6.trna50	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	
chr6.trna55	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	4.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	2.0	4.0	0.0	0.0	
chr14.trna8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	2.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	
chr6.trna56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
chr6.trna53	4.0	1.0	1.0	1.0	2.0	2.0	4.0	4.0	1.0	2.0	1.0	0.0	2.0	2.0	2.0	0.0	1.0	1.0	0.0	2.0	1.0	2.0	0.0	2.0	2.0	5.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	2.0	0.0	0.0	1.0	1.0	0.0	
chr6.trna54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
chr3.trna9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
chr1.trna60	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
chr1.trna61	33.0	40.0	98.0	189.0	104.0	46.0	14.0	24.0	10.0	11.0	80.0	125.0	41.0	19.0	4.0	57.0	94.0	122.0	62.0	53.0	61.0	54.0	35.0	135.0	142.0	17.0	87.0	27.0	10.0	112.0	57.0	47.0	7.0	103.0	104.0	36.0	72.0	29.0	66.0	25.0	
chr1.trna62	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	2.0	0.0	0.0	1.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	
chr1.trna67	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	2.0	0.0	0.0	1.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	
chr1.trna68	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	2.0	0.0	0.0	1.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	
chr6.trna60	1.0	0.0	0.0	3.0	2.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	3.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	2.0	0.0	0.0	
chr1.trna69	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	2.0	0.0	0.0	1.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	
chr6.trna61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	
chr1.trna63	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	2.0	0.0	0.0	1.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	
chr1.trna64	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	2.0	0.0	0.0	1.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	
chr1.trna65	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	2.0	0.0	0.0	1.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	
chr1.trna66	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	2.0	0.0	0.0	1.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	
chr12.trna9	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
chr10.trna1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	
chr10.trna2	4.0	4.0	7.0	39.0	5.0	14.0	20.0	16.0	20.0	8.0	10.0	5.0	21.0	41.0	7.0	5.0	6.0	11.0	11.0	9.0	3.0	7.0	8.0	16.0	7.0	16.0	13.0	9.0	6.0	8.0	13.0	6.0	12.0	20.0	7.0	14.0	10.0	13.0	7.0	7.0	
chr1.trna49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
chr12.trna1	2.0	1.0	1.0	5.0	1.0	0.0	2.0	3.0	0.0	1.0	2.0	1.0	2.0	0.0	5.0	4.0	1.0	2.0	3.0	3.0	0.0	1.0	0.0	5.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	2.0	2.0	1.0	1.0	0.0	0.0	
